Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef,Matches
184,Édgar Badía,ESP,GK,Elche,La Liga,30,1992,36,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Benoît Badiashile,FRA,DF,"Chelsea,Monaco","Premier League,Ligue 1",21,2001,19.4,16,0.82,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0
187,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21,2001,21.6,79,3.66,58,0,8,8,5,0,8,0.37,5,0,0,2,1,0,0
188,Jaime Báez,URU,DF,Cremonese,Serie A,27,1995,1.1,5,4.55,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,24,1997,21.9,62,2.83,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0,0
190,Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,6,2,0.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,0.6,2,3.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,5.8,13,2.24,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0,0
194,Nedim Bajrami,ALB,"MF,FW","Empoli,Sassuolo","Serie A,Serie A",23,1999,19.5,73,3.74,48,14,6,3,1,1,6,0.31,3,0,1,1,1,0,0
196,Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,0.7,2,2.86,2,0,0,0,0,0,1,1.43,1,0,0,0,0,0,0
197,Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,18.4,37,2.01,30,4,0,0,2,1,4,0.22,3,0,0,0,0,1,0
199,Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24,1998,28.7,64,2.23,50,2,4,4,4,0,7,0.24,5,0,1,1,0,0,0
200,Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,60,3.05,38,2,7,5,8,0,4,0.2,4,0,0,0,0,0,0
201,Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,66,2.4,50,0,8,2,5,1,8,0.29,8,0,0,0,0,0,0
202,Thierno Balde,FRA,"DF,MF",Troyes,Ligue 1,20,2002,23.9,45,1.88,35,2,3,1,4,0,4,0.17,2,0,1,0,1,0,0
203,Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,11,2.08,7,0,1,1,2,0,2,0.38,0,0,0,0,2,0,0
204,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,1,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,13,0.44,9,0,1,3,0,0,2,0.07,1,0,0,1,0,0,0
206,Dominic Ballard,ENG,"FW,MF",Southampton,Premier League,17,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,35.9,66,1.84,51,11,0,1,3,0,0,0,0,0,0,0,0,0,0
208,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0,0
209,Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,33.3,80,2.4,50,1,11,11,6,1,10,0.3,4,0,2,2,2,0,0
210,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,15.2,8,0.53,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,Jonathan Bamba,CIV,FW,Lille,Ligue 1,26,1996,30.9,106,3.43,89,2,5,8,2,0,14,0.45,11,0,0,3,0,0,0
212,Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,16.8,27,1.61,17,0,1,5,3,1,6,0.36,4,0,1,1,0,0,0
213,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,21,2001,18.2,42,2.31,20,2,13,3,4,0,3,0.16,3,0,0,0,0,0,0
214,Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,25.1,61,2.43,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0,0
215,Léo Baptistão,BRA,"FW,MF",Almería,La Liga,29,1992,19.2,53,2.76,37,0,4,8,2,2,3,0.16,2,0,0,1,0,0,0
216,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,6.9,18,2.61,11,1,2,2,2,0,4,0.58,3,0,0,0,1,0,0
217,Antonín Barák,CZE,MF,"Hellas Verona,Fiorentina","Serie A,Serie A",27,1994,20.3,44,2.17,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0,0
219,Andrea Barberis,ITA,MF,Monza,Serie A,28,1993,3.8,10,2.63,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0,0
220,Tommaso Barbieri,ITA,DF,Juventus,Serie A,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,19,2002,16,39,2.44,32,0,4,2,0,1,10,0.63,10,0,0,0,0,0,0
222,Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,27.3,30,1.1,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0
223,Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,5.6,11,1.96,7,1,0,2,0,1,2,0.36,1,0,0,0,0,1,0
225,Nicolò Barella,ITA,MF,Inter,Serie A,25,1997,29,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0,0
226,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25,1997,14.6,49,3.36,36,7,5,0,0,1,8,0.55,7,1,0,0,0,0,0
227,Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,28,1993,10.7,51,4.77,30,13,6,2,0,0,5,0.47,2,1,2,0,0,0,0
228,Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,6.5,18,2.77,13,1,1,2,1,0,1,0.15,1,0,0,0,0,0,0
229,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,24,1997,30.1,63,2.09,43,0,3,9,7,1,14,0.47,8,0,1,2,2,1,0
230,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,23.8,47,1.97,32,0,3,4,4,4,9,0.38,6,0,1,1,1,0,0
231,Enzo Barrenechea,ARG,MF,Juventus,Serie A,21,2001,1.8,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Ander Barrenetxea,ESP,"FW,DF",Real Sociedad,La Liga,20,2001,9.8,28,2.86,22,0,2,2,2,0,2,0.2,1,0,1,0,0,0,0
233,Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,31,1991,14.7,30,2.04,22,7,0,0,0,1,1,0.07,1,0,0,0,0,0,0
234,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,8,20,2.5,17,0,0,2,1,0,2,0.25,1,0,0,1,0,0,0
235,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,23,1998,21.8,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0,0
236,Federico Baschirotto,ITA,DF,Lecce,Serie A,25,1996,37,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0,0
237,Toma Bašić,CRO,MF,Lazio,Serie A,25,1996,5.7,13,2.28,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0
238,Alberto Basso,ITA,MF,Cremonese,Serie A,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,25,1996,4.4,12,2.73,9,0,1,0,1,1,1,0.23,1,0,0,0,0,0,0
240,Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,24,52,2.17,43,4,1,2,2,0,5,0.21,3,1,0,0,1,0,0
241,Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,25,1996,13.2,30,2.27,19,8,0,2,0,1,3,0.23,3,0,0,0,0,0,0
242,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,7.6,4,0.53,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,22,2000,20.5,15,0.73,5,2,0,4,3,1,1,0.05,0,1,0,0,0,0,0
244,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32,1990,34,4,0.12,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,0
245,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,6.2,8,1.29,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0,0
246,Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,34,1988,6.2,8,1.29,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,22,1999,28.5,89,3.12,60,0,11,5,12,1,12,0.42,5,0,2,1,4,0,0
248,Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22.3,43,1.93,29,1,4,1,4,4,2,0.09,1,0,0,0,0,1,0
249,Brian Bayeye,FRA,DF,Torino,Serie A,22,2000,0.7,3,4.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Noah Joel Sarenren Bazee,NGA,"MF,FW",Augsburg,Bundesliga,25,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,32,7,0.22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,0.7,4,5.71,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
253,Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,28,1994,15.7,45,2.87,30,0,9,1,5,0,5,0.32,2,0,2,0,1,0,0
254,Rodrigo Becão,BRA,DF,Udinese,Serie A,26,1996,27.6,29,1.05,20,4,0,1,2,2,1,0.04,1,0,0,0,0,0,0
255,Mads Bech Sørensen,DEN,"DF,MF",Brentford,Premier League,23,1999,0.2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Julius Beck,DEN,MF,Spezia,Serie A,17,2005,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,27,1995,28.4,90,3.17,74,0,6,4,6,0,13,0.46,12,0,0,1,0,0,0
258,Jan Bednarek,POL,DF,"Southampton,Aston Villa","Premier League,Premier League",26,1996,19.7,7,0.36,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
260,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,1.9,6,3.16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Asmir Begović,BIH,GK,Everton,Premier League,35,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,21,2001,0.7,2,2.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,17.1,49,2.87,39,0,4,0,5,1,8,0.47,5,0,2,0,1,0,0
264,Alexis Beka Beka,FRA,"MF,DF",Nice,Ligue 1,21,2001,6.1,9,1.48,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0
265,Jérémie Bela,ANG,"DF,MF",Clermont Foot,Ligue 1,29,1993,8.3,10,1.2,7,0,1,1,1,0,3,0.36,1,0,1,0,1,0,0
266,Reda Belahyane,FRA,MF,Nice,Ligue 1,18,2004,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Youcef Belaïli,ALG,"MF,FW","Ajaccio,Brest","Ligue 1,Ligue 1",30,1992,16.8,62,3.69,32,15,4,4,7,0,12,0.71,5,2,2,1,2,0,0
269,Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,29.5,39,1.32,33,0,0,0,4,2,2,0.07,1,0,0,0,1,0,0
270,Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,26.6,17,0.64,16,0,0,1,0,0,3,0.11,2,0,0,1,0,0,0
271,Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,20.9,14,0.67,7,0,1,3,2,1,2,0.1,1,0,0,1,0,0,0
272,Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,5.5,7,1.27,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
273,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,32,1990,0.9,4,4.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,24,1998,26.9,102,3.79,65,22,4,1,10,0,13,0.48,8,1,0,1,3,0,0
275,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,1.6,5,3.13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,29.9,125,4.18,89,0,16,8,10,2,17,0.57,12,0,3,0,2,0,0
277,Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,5.6,3,0.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,12.7,27,2.13,22,0,0,3,2,0,3,0.24,3,0,0,0,0,0,0
279,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,31.7,66,2.08,53,10,0,1,0,2,4,0.13,2,1,0,0,0,1,0
280,Eliesse Ben Seghir,FRA,"FW,MF",Monaco,Ligue 1,17,2005,11.7,29,2.48,23,0,2,1,3,0,2,0.17,2,0,0,0,0,0,0
281,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
282,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,23.5,56,2.38,36,1,5,7,5,2,13,0.55,8,0,0,3,1,1,0
283,Marco Benassi,ITA,DF,"Fiorentina,Cremonese","Serie A,Serie A",27,1994,12.1,20,1.65,10,6,1,2,0,1,1,0.08,1,0,0,0,0,0,0
285,Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,2,5,2.5,4,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0
286,Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,22.3,87,3.9,59,18,1,3,4,2,4,0.18,1,1,0,1,0,1,0
287,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,23,92,4,68,2,11,8,3,0,5,0.22,4,0,1,0,0,0,0
288,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,27.6,37,1.34,25,3,3,5,1,0,5,0.18,3,0,0,1,1,0,0
289,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,27.7,72,2.6,42,18,6,1,3,2,8,0.29,6,2,0,0,0,0,0
290,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.3,2,0,0,1,0,2,0
291,Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,22.6,102,4.51,86,1,6,7,2,0,7,0.31,5,0,1,1,0,0,0
293,Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,20.7,105,5.07,78,10,5,5,6,1,17,0.82,10,1,1,3,2,0,0
294,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,26.7,59,2.21,47,6,2,3,1,0,2,0.07,1,0,0,0,1,0,0
295,Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,25.5,98,3.84,48,29,9,5,4,3,4,0.16,2,0,1,1,0,0,0
296,Bartosz Bereszyński,POL,DF,"Sampdoria,Napoli","Serie A,Serie A",30,1992,15.1,10,0.66,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0,0
298,Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,24,1997,0.3,2,6.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,22,1999,10.1,34,3.37,25,2,2,3,1,1,3,0.3,1,0,0,1,1,0,0
300,Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,18.7,34,1.82,13,13,3,3,1,1,7,0.37,2,3,2,0,0,0,0
301,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7,11,1.57,10,1,0,0,0,0,1,0.14,1,0,0,0,0,0,0
302,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,27,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Juan Bernat,ESP,"DF,MF",Paris S-G,Ligue 1,29,1993,18.3,37,2.02,35,0,2,0,0,0,6,0.33,6,0,0,0,0,0,0
304,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,19,2002,9.9,14,1.41,9,4,0,1,0,0,3,0.3,3,0,0,0,0,0,0
305,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Marco Bertini,ITA,MF,Lazio,Serie A,19,2002,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
307,Beto,GNB,FW,Udinese,Serie A,24,1998,23.7,49,2.07,31,0,8,5,5,0,4,0.17,3,0,1,0,0,0,0
308,Owen Bevan,WAL,DF,Bournemouth,Premier League,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,23.7,16,0.68,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
310,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,19,2002,1.7,4,2.35,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,0.2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,32,1990,2.9,1,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,22.4,14,0.63,9,0,1,2,1,1,3,0.13,1,0,0,1,1,0,0
314,Jaka Bijol,SVN,DF,Udinese,Serie A,23,1999,30.3,21,0.69,17,0,0,4,0,0,3,0.1,3,0,0,0,0,0,0
315,El Bilal Touré,MLI,FW,"Almería,Reims","La Liga,Ligue 1",20,2001,15,38,2.53,28,1,2,4,3,0,4,0.27,3,0,1,0,0,0,0
317,Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26,1996,30.7,54,1.76,41,2,5,5,1,0,6,0.2,4,0,0,2,0,0,0
318,Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,28,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29,1992,28.3,132,4.66,59,68,1,3,0,1,6,0.21,3,3,0,0,0,0,0
320,Samuele Birindelli,ITA,DF,Monza,Serie A,23,1999,15.6,35,2.24,30,0,2,2,1,0,4,0.26,4,0,0,0,0,0,0
321,Veljko Birmančević,SRB,"FW,MF",Toulouse,Ligue 1,24,1998,4.9,15,3.06,8,0,0,3,4,0,2,0.41,1,0,0,0,1,0,0
322,Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,17,2005,3.5,7,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
323,Yves Bissouma,MLI,MF,Tottenham,Premier League,25,1996,11.2,29,2.59,24,0,1,1,1,2,1,0.09,1,0,0,0,0,0,0
324,Kristijan Bistrović,CRO,MF,Lecce,Serie A,24,1998,5.1,10,1.96,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Leonardo Bittencourt,GER,"MF,DF",Werder Bremen,Bundesliga,28,1993,18.1,40,2.21,25,1,2,1,8,3,3,0.17,2,0,0,0,1,0,0
326,Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,37,5,0.14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Lautaro Blanco,ARG,"DF,MF",Elche,La Liga,23,1999,9.7,23,2.37,17,2,3,0,0,1,2,0.21,2,0,0,0,0,0,0
328,Rubén Blanco,ESP,GK,Marseille,Ligue 1,27,1995,5.5,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Ludovic Blas,FRA,"MF,FW",Nantes,Ligue 1,24,1997,31.3,122,3.9,75,19,16,9,3,0,9,0.29,3,3,2,1,0,0,0
330,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31,1991,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Miha Blažič,SVN,DF,Angers,Ligue 1,29,1993,22,5,0.23,5,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0
332,Joaquín Blázquez,ARG,GK,Brest,Ligue 1,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Alexis Blin,FRA,MF,Lecce,Serie A,25,1996,26.4,42,1.59,34,2,0,4,2,0,1,0.04,1,0,0,0,0,0,0
334,Daley Blind,NED,"DF,MF",Bayern Munich,Bundesliga,32,1990,1.5,4,2.67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Myron Boadu,NED,FW,Monaco,Ligue 1,21,2001,3.3,7,2.12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Jérôme Boateng,GER,DF,Lyon,Ligue 1,33,1988,4.8,2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Kevin-Prince Boateng,GHA,MF,Hertha BSC,Bundesliga,35,1987,5.2,9,1.73,8,1,0,0,0,0,1,0.19,1,0,0,0,0,0,0
338,Antonin Bobichon,FRA,MF,Angers,Ligue 1,26,1995,0.2,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,28,1994,11.7,24,2.05,18,1,1,1,2,1,0,0,0,0,0,0,0,0,0
340,Jeremie Boga,CIV,"MF,FW",Atalanta,Serie A,25,1997,8.7,57,6.55,33,13,7,1,2,1,8,0.92,7,0,0,0,0,1,0
341,Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,9.2,17,1.85,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0
342,Quentin Boisgard,FRA,MF,Lorient,Ligue 1,25,1997,2,9,4.5,9,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0
343,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,31,1991,7.6,5,0.66,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,0
344,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,32,1989,21.2,78,3.68,51,6,5,7,8,1,8,0.38,6,0,1,0,1,0,0
345,Federico Bonazzoli,ITA,"FW,MF",Salernitana,Serie A,25,1997,12.4,26,2.1,20,0,1,3,2,0,3,0.24,3,0,0,0,0,0,0
346,Warren Bondo,FRA,MF,Monza,Serie A,18,2003,0.7,3,4.29,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
347,Theo Bongonda,COD,"MF,FW",Cádiz,La Liga,26,1995,21.5,45,2.09,27,3,4,4,6,1,5,0.23,3,0,1,1,0,0,0
348,Kevin Bonifazi,ITA,DF,Bologna,Serie A,26,1996,10,9,0.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,9.8,9,0.92,7,0,0,1,0,1,1,0.1,0,0,0,1,0,0,0
350,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,25,1996,31.5,77,2.44,67,2,3,2,3,0,9,0.29,6,0,0,1,2,0,0
351,Yvandro Borges Sanches,LUX,"FW,MF",M'Gladbach,Bundesliga,18,2004,0.3,2,6.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
352,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,21.4,7,0.33,7,0,0,0,0,0,2,0.09,2,0,0,0,0,0,0
353,Rafael Borré,COL,"MF,FW",Eint Frankfurt,Bundesliga,26,1995,12,32,2.67,24,1,3,2,0,2,3,0.25,2,0,1,0,0,0,0
354,Erik Botheim,NOR,"MF,FW",Salernitana,Serie A,22,2000,9.6,17,1.77,12,0,0,2,1,2,4,0.42,4,0,0,0,0,0,0
355,Sven Botman,NED,DF,Newcastle Utd,Premier League,22,2000,34.7,24,0.69,18,1,0,5,0,0,1,0.03,0,0,0,1,0,0,0
356,Kenji-Van Boto,MAD,DF,Auxerre,Ligue 1,26,1996,2,2,1,0,1,0,1,0,0,1,0.5,0,0,0,1,0,0,0
357,Kouamé Botué,BFA,"FW,MF",Ajaccio,Ligue 1,19,2002,2.5,8,3.2,4,0,0,1,3,0,1,0.4,0,0,0,1,0,0,0
358,Badredine Bouanani,ALG,"FW,MF",Nice,Ligue 1,17,2004,9.6,45,4.69,28,3,8,3,2,1,7,0.73,5,0,0,2,0,0,0
359,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,22,1999,20.8,54,2.6,46,0,4,1,1,2,4,0.19,4,0,0,0,0,0,0
360,Franci Bouebari,FRA,DF,Strasbourg,Ligue 1,18,2003,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Sofiane Boufal,MAR,"FW,MF",Angers,Ligue 1,28,1993,9.3,52,5.59,38,3,4,1,6,0,6,0.65,3,1,0,0,2,0,0
362,Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,23.9,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Ismaëlben Boura,FRA,"DF,FW",Lens,Ligue 1,21,2000,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364,Mehdi Bourabia,MAR,MF,Spezia,Serie A,30,1991,30.8,80,2.6,59,7,6,4,1,3,7,0.23,6,0,0,1,0,0,0
365,Benjamin Bourigeaud,FRA,"MF,FW",Rennes,Ligue 1,28,1994,34.1,166,4.87,102,49,4,9,1,1,19,0.56,16,0,0,3,0,0,0
366,Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,11,17,1.55,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0
367,Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,25,1996,35.9,108,3.01,58,15,10,13,10,2,14,0.39,6,3,0,2,3,0,0
368,Lucas Boyé,ARG,FW,Elche,La Liga,26,1996,27.4,75,2.74,51,0,12,5,5,2,7,0.26,5,0,0,1,0,1,0
369,Jayden Braaf,NED,"MF,FW",Hellas Verona,Serie A,19,2002,3.2,10,3.13,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0
